,Station ID,XCNAQ1011,XCNAQ1010,CN_1456A,CN_1458A,CN_1460A,CN_1457A,CN_1461A,CN_1459A,XCNAQ1012,XCNAQ1013,XCNAQ1009,XCNAQ1008,XCNAQ1019,XCNAQ1018,XCNAQ1280,XCNAQ1015,XCNAQ1014,XCNAQ1017,XCNAQ1016
0,Latitude,29.2610,29.2313,29.6514,29.6475,29.6588,29.6747,29.6292,29.6541,29.2718,29.2365,31.1254,31.1278,29.6632,29.6376,31.4797,31.4717,31.4846,32.5039,32.5000
1,Longitude,91.7706,91.7608,91.1319,91.0874,90.9798,91.1221,91.0834,91.1774,88.8876,88.8931,97.1808,97.1804,94.3616,94.3681,92.0506,92.0520,92.0657,80.0895,80.1161
2,Time,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
39,2013/02/06 00:00:00,-99999.0000,-99999.0000,28.1250,38.7967,44.5154,28.2738,44.2388,41.8792,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
40,2013/02/07 00:00:00,-99999.0000,-99999.0000,29.0373,37.2671,25.4464,33.0745,44.8535,42.4800,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
41,2013/02/08 00:00:00,-99999.0000,-99999.0000,32.1216,41.4328,13.1438,35.5590,49.1921,42.2833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
42,2013/02/09 00:00:00,-99999.0000,-99999.0000,32.9082,38.4779,12.5425,32.4830,42.6233,44.3879,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
43,2013/02/10 00:00:00,-99999.0000,-99999.0000,33.4184,43.0058,12.3512,38.2653,46.5987,43.2183,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
44,2013/02/11 00:00:00,-99999.0000,-99999.0000,24.4260,-99999.0000,9.6088,24.5748,39.7747,36.2245,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
45,2013/02/12 00:00:00,-99999.0000,-99999.0000,28.8478,35.5868,33.2695,31.1862,41.7304,37.4150,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
46,2013/02/13 00:00:00,-99999.0000,-99999.0000,33.3333,-99999.0000,45.1742,37.8826,50.5312,44.4092,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
47,2013/02/14 00:00:00,-99999.0000,-99999.0000,31.9515,36.6071,45.8121,28.6140,48.5121,44.9617,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
48,2013/02/15 00:00:00,-99999.0000,-99999.0000,32.0153,40.0935,47.0237,36.6709,43.9412,43.5163,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
49,2013/02/16 00:00:00,-99999.0000,-99999.0000,31.0799,40.7100,45.8333,33.2908,44.9617,38.7330,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
50,2013/02/17 00:00:00,-99999.0000,-99999.0000,31.1650,41.0077,49.4688,35.0553,46.2371,45.0467,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
51,2013/02/18 00:00:00,-99999.0000,-99999.0000,36.2882,43.4950,57.4617,37.2874,49.3196,48.8096,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
52,2013/02/19 00:00:00,-99999.0000,-99999.0000,34.0506,36.1801,52.0630,33.2298,43.8010,47.0939,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
53,2013/02/20 00:00:00,-99999.0000,-99999.0000,35.0340,41.1777,22.2789,39.7534,46.6283,46.2371,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
54,2013/02/21 00:00:00,-99999.0000,-99999.0000,39.3495,45.1104,13.4141,40.2636,50.7442,51.1267,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000
