,Station ID,XCNAQ666,XCNAQ665,XCNAQ667,XCNAQ657,XCNAQ658,XCNAQ659,XCNAQ660,XCNAQ663,XCNAQ661,XCNAQ664,XCNAQ662,XCNAQ114,XCNAQ654,XCNAQ653,XCNAQ655,XCNAQ656,XCNAQ1768,CN_1136A,CN_1132A,CN_1139A,CN_1133A,CN_1129A,CN_1138A,CN_1130A,CN_1140A,CN_1134A,CN_1137A,CN_1131A,CN_1135A,XCNAQ125,XCNAQ126,XCNAQ124,XCNAQ128,XCNAQ127,XCNAQ121,XCNAQ118,XCNAQ120,XCNAQ458,XCNAQ119,XCNAQ671,XCNAQ672,XCNAQ648,XCNAQ645,XCNAQ647,XCNAQ646,XCNAQ651,XCNAQ652,XCNAQ649,XCNAQ650,XCNAQ668,XCNAQ669,XCNAQ670,XCNAQ117,XCNAQ115,XCNAQ113,XCNAQ116,XCNAQ456
0,Latitude,45.8194,45.7677,45.8309,47.7222,47.7316,48.4658,46.8025,46.8031,46.8267,46.7588,46.7975,47.3858,46.6190,46.6572,46.6462,46.5888,48.2754,45.7262,45.7222,45.9819,45.7733,45.7550,45.6100,45.8167,45.6841,45.7667,45.7478,45.5422,45.7319,46.0347,46.3991,46.5775,46.6218,46.5280,44.5782,44.6104,44.5610,44.5462,44.5952,46.6384,46.6527,45.2978,45.2924,45.2948,45.3050,47.3489,47.3382,47.3349,47.2753,50.2486,50.2391,50.2538,47.3386,47.3227,47.3636,47.2030,47.2988
1,Longitude,130.8625,131.0032,130.9467,128.8736,128.9094,129.4942,130.2718,130.3648,130.3961,130.3794,130.3257,123.6000,131.1651,131.1638,131.1516,131.1572,124.2806,126.6441,126.5990,126.6106,126.6890,126.5420,126.6150,126.5610,126.6206,126.6350,126.5930,126.9790,126.6850,124.8354,124.8847,125.1386,124.8648,125.1120,129.6115,129.6459,129.6100,129.6386,129.5902,126.9934,126.9636,130.9298,130.9620,131.0103,130.9817,130.3172,130.1097,130.2658,130.2610,127.4961,127.5044,127.4143,123.9305,123.9483,123.9305,123.6261,123.9450
2,Time,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
1264,2016/06/15 00:00:00,-99999.0000,-99999.0000,24.3478,21.7500,31.0000,13.8750,54.0417,35.8182,50.5217,38.6250,45.0952,-99999.0000,42.7500,42.0417,48.9333,-99999.0000,-99999.0000,56.8261,-99999.0000,42.1500,48.4783,34.0000,32.1304,30.0000,44.0952,48.6250,30.7500,40.2917,48.3333,29.2083,26.5417,48.2174,-99999.0000,41.8750,38.4118,45.0000,35.7500,24.7333,47.8333,-99999.0000,55.5417,24.8750,27.3750,28.5000,32.5217,-99999.0000,-99999.0000,63.0500,62.0833,27.8235,21.6364,10.7500,31.4583,39.3333,31.5833,44.5789,61.2174
1265,2016/06/16 00:00:00,-99999.0000,-99999.0000,17.5000,20.9583,31.5000,13.0455,27.6087,23.5652,29.9412,29.2174,36.8333,-99999.0000,33.7647,20.3182,-99999.0000,23.1176,-99999.0000,40.7083,-99999.0000,27.6842,33.6875,30.0000,39.0000,-99999.0000,33.5789,47.2500,23.9167,57.9167,34.0833,43.7826,26.2381,31.4737,35.6667,35.5000,-99999.0000,29.7000,31.4545,23.7500,19.2727,38.4500,47.4167,13.4583,14.1667,13.7917,14.0500,-99999.0000,-99999.0000,52.8667,62.2941,32.9565,31.7500,13.1429,41.1667,43.9583,46.3333,41.4545,45.9130
1266,2016/06/17 00:00:00,-99999.0000,-99999.0000,15.3000,20.7083,29.6316,12.2917,26.7083,21.5000,25.6111,16.4000,27.0000,-99999.0000,17.0526,21.3043,27.6500,21.9412,-99999.0000,57.4167,-99999.0000,-99999.0000,-99999.0000,37.4545,31.0952,33.9474,34.1765,48.0833,36.6957,39.2500,41.1667,43.7619,34.7368,31.1364,42.8750,34.5455,35.7273,55.4762,34.6667,-99999.0000,47.2500,27.1579,30.6522,13.8636,15.6250,16.0833,19.6667,-99999.0000,-99999.0000,54.7059,-99999.0000,41.0000,25.9130,10.6818,35.0417,29.8333,35.2609,24.0556,39.8333
1267,2016/06/18 00:00:00,-99999.0000,-99999.0000,23.0500,18.3333,12.1905,9.4167,43.0417,38.3333,35.7647,40.0000,48.5500,-99999.0000,20.2500,33.2632,32.4167,21.6364,-99999.0000,55.6842,-99999.0000,-99999.0000,-99999.0000,33.2667,39.7500,-99999.0000,40.5882,46.1250,31.8824,27.1875,41.7059,35.1053,43.8889,37.5789,50.5000,36.8500,17.3889,40.4167,25.0435,-99999.0000,25.4167,33.1429,38.8182,17.4167,18.4167,21.0000,29.1250,-99999.0000,-99999.0000,-99999.0000,59.8500,41.0000,23.2778,11.0455,45.0000,43.0000,36.9524,33.1667,42.5833
1268,2016/06/19 00:00:00,-99999.0000,-99999.0000,27.5217,20.3478,19.5217,13.6522,44.4737,33.9500,33.2500,38.1905,43.0000,-99999.0000,23.1905,49.5455,38.2609,23.6842,-99999.0000,68.0526,-99999.0000,-99999.0000,-99999.0000,33.9545,27.4211,37.9000,41.0000,53.5455,-99999.0000,30.0000,45.2609,44.7273,37.6471,36.8125,37.9048,40.2609,21.7273,53.9130,27.5909,-99999.0000,27.8261,64.7143,60.8182,23.5217,27.6364,-99999.0000,39.0000,-99999.0000,-99999.0000,-99999.0000,80.2857,37.5556,19.1875,14.3810,31.7391,30.4783,30.5217,25.6111,39.3636
1269,2016/06/20 00:00:00,79.8636,-99999.0000,31.4583,25.9167,24.5833,20.6250,73.8750,47.3636,70.7895,55.3333,68.3913,-99999.0000,48.5000,59.4286,63.0417,48.7391,-99999.0000,37.3125,-99999.0000,48.8235,29.4348,28.5217,22.7273,20.2353,34.1667,40.2667,-99999.0000,32.5238,36.9167,38.2917,23.1111,34.0000,32.6957,36.5217,46.6667,61.8235,32.3750,-99999.0000,50.5455,50.7826,56.7083,22.7083,24.3333,36.2778,35.3478,-99999.0000,-99999.0000,-99999.0000,97.8333,31.8333,25.8750,18.3043,35.1667,36.5417,35.0870,36.5714,40.8750
1270,2016/06/21 00:00:00,57.3333,-99999.0000,24.6364,30.2917,28.3750,20.3913,35.1739,35.6667,40.6316,40.5789,63.7083,-99999.0000,35.0417,36.9091,39.9583,26.4706,-99999.0000,88.7368,-99999.0000,-99999.0000,-99999.0000,56.5714,48.9048,61.5417,49.7778,83.0000,64.0455,50.2222,63.6000,44.7500,57.0952,56.9412,63.5000,64.8182,43.0625,58.4583,42.4583,37.4667,44.2083,54.7826,64.8261,25.5833,31.6250,28.6667,-99999.0000,-99999.0000,-99999.0000,93.9130,82.8261,39.3333,37.2917,22.5417,40.1667,42.0833,-99999.0000,40.8696,49.8696
1271,2016/06/22 00:00:00,-99999.0000,-99999.0000,23.1667,15.5500,15.9545,10.5000,49.6818,34.9130,44.1875,45.8261,49.2917,-99999.0000,-99999.0000,38.7727,38.8750,30.4783,-99999.0000,59.2667,-99999.0000,-99999.0000,-99999.0000,33.7500,31.7333,29.7368,35.5882,76.3684,31.8095,28.3636,40.8750,33.8182,56.3333,43.8421,53.8750,60.5000,23.1000,38.0000,22.4783,-99999.0000,25.6667,35.5238,36.4167,19.7917,22.8750,35.0833,27.0870,60.3333,-99999.0000,86.5238,83.6667,30.4167,26.2273,13.1304,30.0833,29.8333,26.6111,22.2727,46.6818
1272,2016/06/23 00:00:00,-99999.0000,-99999.0000,17.3750,17.2500,12.1250,9.6250,27.6087,22.2381,25.1875,19.4762,35.7826,-99999.0000,18.9091,22.9565,31.9167,24.3500,-99999.0000,21.8947,-99999.0000,-99999.0000,-99999.0000,11.9048,12.3000,8.7500,-99999.0000,-99999.0000,11.0000,11.0000,15.2667,13.2917,18.4118,18.2667,-99999.0000,22.0476,20.4444,37.2917,20.2917,-99999.0000,22.9545,20.9048,17.2174,16.0833,25.0000,16.0000,21.7500,63.0000,-99999.0000,76.7391,-99999.0000,33.8333,21.8750,15.3810,22.8750,22.7083,21.3913,23.8696,45.7083
1273,2016/06/24 00:00:00,-99999.0000,-99999.0000,15.7222,19.2500,15.3000,13.3333,25.0455,22.3636,25.3333,28.3182,33.7619,-99999.0000,14.2609,22.3750,27.7083,21.7895,-99999.0000,36.7727,-99999.0000,-99999.0000,-99999.0000,19.5000,28.4348,18.3810,41.7333,23.6087,28.7826,34.0870,25.7083,14.9500,15.3913,-99999.0000,-99999.0000,-99999.0000,-99999.0000,43.7083,22.8333,-99999.0000,26.5417,29.0455,27.4583,18.0435,17.2609,19.5417,26.1739,43.8333,-99999.0000,-99999.0000,49.6667,38.6250,23.4091,9.1905,29.0417,25.9583,26.6818,22.7273,32.8750
1274,2016/06/25 00:00:00,-99999.0000,-99999.0000,17.7500,16.9583,10.8095,13.5000,33.4444,15.0000,-99999.0000,26.8235,38.2609,-99999.0000,22.9565,21.5455,26.2273,26.0000,-99999.0000,35.2222,-99999.0000,-99999.0000,19.1579,15.0000,37.7500,14.4211,21.0500,23.0476,16.4737,28.2174,25.4500,18.1667,17.1111,24.5333,-99999.0000,32.2857,29.6500,48.6250,28.3333,28.5333,28.2917,32.6957,25.3750,15.6250,16.0833,16.6667,18.2500,34.5833,-99999.0000,-99999.0000,51.1111,33.3750,18.5217,-99999.0000,39.1667,57.1667,47.1364,-99999.0000,80.7917
1275,2016/06/26 00:00:00,-99999.0000,-99999.0000,18.2500,19.0417,13.1250,13.9545,31.4762,20.1000,29.3333,19.1250,34.2000,-99999.0000,27.7778,42.8636,47.6667,25.6667,-99999.0000,30.7826,-99999.0000,24.1333,-99999.0000,15.8571,21.1250,14.0625,30.5882,23.5238,18.0500,28.3750,20.9130,36.6250,25.9091,36.8889,-99999.0000,35.3750,23.6875,45.3750,25.5417,-99999.0000,31.5000,30.3333,29.0435,15.8333,16.2083,17.3333,16.0000,55.4583,-99999.0000,-99999.0000,-99999.0000,34.0000,22.3500,12.2500,34.5000,46.0833,33.4000,38.6522,55.0833
1276,2016/06/27 00:00:00,-99999.0000,-99999.0000,20.2609,24.3000,17.3478,13.1739,42.5417,42.7000,49.5000,24.0000,39.2174,-99999.0000,29.2500,63.7391,41.3043,26.5333,-99999.0000,65.3750,-99999.0000,58.8333,58.4286,41.0000,37.9583,38.8000,45.4706,62.6667,39.5000,51.7083,56.5000,57.9583,28.1364,39.5556,41.0667,44.4167,46.5238,51.0000,34.5833,40.5000,50.0833,40.8095,45.4167,21.2083,27.0833,33.5909,-99999.0000,61.2917,-99999.0000,67.1905,80.0000,36.3750,25.8750,16.6250,37.2083,47.2500,42.2500,38.6087,44.6667
1277,2016/06/28 00:00:00,-99999.0000,-99999.0000,30.8235,46.8824,35.7059,19.0000,105.8235,83.0588,104.7059,-99999.0000,112.4706,-99999.0000,47.3529,77.2353,57.6250,37.0588,-99999.0000,97.5294,-99999.0000,-99999.0000,-99999.0000,68.4706,-99999.0000,-99999.0000,-99999.0000,83.2000,-99999.0000,-99999.0000,80.4000,71.8235,-99999.0000,78.5625,59.5294,68.8235,55.2941,142.6875,70.6471,67.9375,83.3529,118.4706,121.9412,39.6471,-99999.0000,54.5882,-99999.0000,-99999.0000,-99999.0000,117.7059,120.0000,39.1765,29.1250,-99999.0000,71.4706,77.5294,77.1176,-99999.0000,81.2000
1278,2016/06/29 00:00:00,132.6471,69.3529,50.0000,43.1250,40.9583,33.8750,76.9565,73.3684,74.1250,75.7826,85.8750,-99999.0000,59.9130,87.7000,84.0417,53.8636,-99999.0000,68.7895,-99999.0000,-99999.0000,-99999.0000,47.5500,39.5263,36.7647,44.4118,52.8636,40.1905,32.9474,-99999.0000,56.7083,51.1818,63.9412,41.8261,57.6818,38.7083,57.8696,41.6667,43.3182,52.3333,34.8182,39.9167,30.5417,28.5455,49.0000,44.2083,100.1364,-99999.0000,103.3333,130.0000,34.3750,19.0000,-99999.0000,44.2083,45.1739,47.7500,31.0000,-99999.0000
1279,2016/06/30 00:00:00,49.3333,42.7500,29.5000,25.7647,14.3636,22.5833,49.9130,46.8824,42.5714,53.9000,63.2083,-99999.0000,36.2000,42.2857,42.9565,33.7368,-99999.0000,39.6818,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,19.1176,-99999.0000,23.8125,-99999.0000,-99999.0000,15.6364,23.7059,-99999.0000,-99999.0000,55.0000,24.0556,40.5833,35.2083,-99999.0000,34.7500,15.3158,17.2500,19.6087,23.6957,31.8750,34.2917,60.2500,-99999.0000,105.5000,66.8125,33.3750,19.6522,11.2105,27.6250,25.5217,30.6316,27.8421,51.4091
1280,2016/07/01 00:00:00,-99999.0000,-99999.0000,15.4545,18.4706,11.5625,17.5833,28.4211,-99999.0000,12.6667,23.9474,35.6087,-99999.0000,24.1739,34.4545,47.7727,30.8421,-99999.0000,45.9091,-99999.0000,35.2105,37.0870,29.8947,37.2381,-99999.0000,35.2105,38.6667,21.7619,39.4000,44.1429,25.3478,19.2857,28.1667,17.8571,30.2500,29.3810,54.9167,22.0000,-99999.0000,26.9167,21.5000,20.0500,18.2917,21.7917,26.9583,23.9167,51.7917,-99999.0000,62.2917,-99999.0000,37.1667,21.2609,13.5263,31.8750,28.9167,34.2857,27.3913,35.3913
1281,2016/07/02 00:00:00,78.3333,-99999.0000,18.5217,21.3182,20.5000,20.6667,36.2500,23.8750,31.8235,29.0833,24.8333,-99999.0000,25.9565,54.9565,38.7727,21.6000,-99999.0000,49.9167,-99999.0000,41.2500,35.0909,30.3333,29.2727,20.4000,41.9500,43.2609,29.1818,52.4783,43.2917,32.4167,26.9167,29.0476,19.9130,27.7917,29.6471,45.6364,27.8750,-99999.0000,37.7917,22.3913,24.4583,18.6250,23.9167,23.4167,28.3043,61.1667,45.9444,81.5000,76.5455,40.1739,31.7083,20.9583,38.4583,36.6667,37.0435,28.5652,44.7917
1282,2016/07/03 00:00:00,-99999.0000,-99999.0000,21.6250,26.5417,36.5000,20.9167,46.5000,34.4000,43.0833,35.1000,30.6667,-99999.0000,37.8261,57.1739,57.8333,36.4737,-99999.0000,64.5217,-99999.0000,55.5238,-99999.0000,49.7500,38.5217,30.4545,46.3684,52.9565,36.0417,44.8333,55.6250,64.8333,47.2500,54.3333,39.6250,45.5000,33.3913,51.0833,39.8750,30.8696,51.9583,35.6250,43.0417,28.7826,39.3333,46.3333,38.4167,87.9583,60.3750,81.1429,92.7083,41.3750,21.7917,13.1739,50.1250,57.0833,55.2500,41.0417,72.5417
1283,2016/07/04 00:00:00,-99999.0000,55.0000,28.6818,35.9167,25.6522,-99999.0000,88.2500,-99999.0000,46.8235,60.0588,-99999.0000,-99999.0000,36.6667,69.5000,39.6667,28.6500,-99999.0000,56.2857,-99999.0000,53.3913,47.2917,51.0000,33.4783,32.6000,49.7500,51.0526,30.5714,50.4167,56.7083,56.7500,50.7917,54.0000,43.1304,48.8261,39.5294,57.2500,38.6250,-99999.0000,45.4583,32.6250,38.2727,28.7083,33.2500,44.3043,29.4167,79.1667,69.5000,73.0000,88.8333,42.7917,34.7917,24.6818,61.5417,64.0417,64.2917,53.7826,89.7391
1284,2016/07/05 00:00:00,-99999.0000,48.5000,27.1250,30.8333,46.0833,-99999.0000,28.5652,28.7647,32.6364,32.2000,26.0000,-99999.0000,24.5909,71.5417,37.5417,27.8824,-99999.0000,36.4167,-99999.0000,37.9167,22.9130,34.7500,20.8000,16.8750,23.5238,29.4783,29.4348,25.6087,31.0833,40.3333,32.1364,34.0000,23.4583,33.3478,-99999.0000,40.0417,25.0000,-99999.0000,30.8261,22.8333,27.2500,15.5417,18.8333,57.8750,-99999.0000,73.4167,72.3750,106.3333,93.4583,39.5217,31.9167,29.2917,63.5000,50.5000,49.3043,42.9167,63.5833
1285,2016/07/06 00:00:00,44.5333,47.1667,29.8750,25.5833,22.5833,-99999.0000,37.4762,39.4000,31.0870,32.0476,28.5000,-99999.0000,22.6522,69.5417,37.5417,-99999.0000,-99999.0000,44.5417,-99999.0000,38.0833,30.2632,43.6667,25.8333,20.5833,26.7391,39.0417,27.1250,25.1667,44.9167,46.3333,42.3333,48.5417,33.8333,40.9500,33.3953,70.4000,35.0417,27.1111,49.3333,22.7826,27.1250,25.5417,33.1667,46.5000,-99999.0000,81.7500,57.4583,87.3750,87.5417,37.9565,37.2917,35.5417,49.1250,62.6250,54.8333,49.4167,-99999.0000
1286,2016/07/07 00:00:00,84.8500,81.7083,40.5000,35.0417,29.1250,-99999.0000,45.2174,54.3125,47.8421,60.4118,42.8636,-99999.0000,44.5833,57.0000,54.0417,32.1176,-99999.0000,79.5455,-99999.0000,-99999.0000,-99999.0000,61.1250,52.2083,42.3500,44.9545,64.7083,48.2174,54.2609,60.9091,70.2083,68.5000,85.6250,54.8333,71.6250,29.7727,-99999.0000,47.4167,51.0588,52.4000,39.2083,46.3750,25.3750,29.2917,51.4583,28.7727,65.5417,62.8333,82.9500,93.4444,38.4583,33.1667,26.2857,67.8333,81.2500,69.9583,69.7727,95.8696
1287,2016/07/08 00:00:00,-99999.0000,78.7000,30.8261,26.6087,20.8182,-99999.0000,56.0952,-99999.0000,41.3333,-99999.0000,-99999.0000,-99999.0000,36.1739,41.8000,52.1667,34.4737,-99999.0000,83.7826,-99999.0000,-99999.0000,-99999.0000,58.5833,52.7500,56.5333,50.0909,70.9565,54.3182,57.3636,68.9583,76.1250,67.3750,76.0000,46.1667,-99999.0000,63.2857,128.9565,73.5000,65.8824,80.5833,34.6667,42.0417,30.2917,33.8750,35.5417,30.5000,56.8750,-99999.0000,59.1818,-99999.0000,32.7083,23.9130,16.3333,48.4167,46.5000,44.2917,47.6667,69.0909
1288,2016/07/09 00:00:00,-99999.0000,43.3043,26.6250,15.8333,8.5217,-99999.0000,29.4762,19.0500,23.9474,26.2381,31.0588,-99999.0000,43.0417,24.7826,-99999.0000,-99999.0000,-99999.0000,58.4211,-99999.0000,-99999.0000,39.0000,49.7727,51.2000,30.9333,42.6364,47.1765,30.9474,82.0000,43.3043,35.2500,28.7917,22.5882,19.7778,-99999.0000,47.9583,114.5417,56.9583,-99999.0000,63.7500,26.1304,27.6957,19.5833,37.7391,33.7500,31.5833,49.5833,-99999.0000,42.5000,-99999.0000,36.2083,34.0000,25.5833,36.7917,37.4583,31.7083,-99999.0000,57.4091
1289,2016/07/10 00:00:00,59.0526,34.8261,27.0000,18.0417,11.7727,-99999.0000,31.3913,28.5882,35.3478,21.5909,25.1818,-99999.0000,30.9167,42.6250,-99999.0000,26.8500,-99999.0000,54.8636,-99999.0000,46.0000,27.5625,61.0000,40.8571,43.5882,32.3810,45.4091,42.9565,42.6667,50.2174,81.5833,69.2500,68.6364,63.0000,56.4706,30.6500,78.2500,26.3333,-99999.0000,49.4167,25.0000,34.3750,22.0417,29.7500,30.5417,37.2500,59.7917,-99999.0000,77.0833,-99999.0000,33.5833,24.4167,20.9583,77.0417,69.8750,69.8750,68.0435,92.7083
1290,2016/07/11 00:00:00,-99999.0000,63.6818,27.0000,43.2083,41.8333,-99999.0000,88.6818,-99999.0000,75.9524,-99999.0000,53.1111,-99999.0000,52.2500,69.9565,54.7826,41.5238,-99999.0000,91.9545,-99999.0000,-99999.0000,71.0000,91.4583,72.9583,51.1765,61.4583,88.0476,63.2727,65.2917,84.3333,91.4167,81.6667,135.4667,69.7391,91.6111,44.9583,57.0435,55.0417,72.3333,55.8696,41.5455,69.1250,35.2917,45.3750,55.4583,48.7500,106.1250,155.6364,96.8000,115.7917,39.7059,48.5417,45.0000,77.2083,60.9583,60.5417,68.7273,105.4167
1291,2016/07/12 00:00:00,-99999.0000,67.4583,33.1667,11.4167,6.6111,-99999.0000,43.1667,37.3125,43.5789,56.5500,31.1429,-99999.0000,51.1579,-99999.0000,56.2500,47.4286,-99999.0000,40.0909,-99999.0000,-99999.0000,-99999.0000,18.6471,31.8571,14.9333,18.7826,-99999.0000,16.8500,28.8261,-99999.0000,24.2174,22.7333,-99999.0000,14.3000,-99999.0000,25.7727,36.9583,46.1250,50.8636,46.3913,9.9091,12.9000,33.7917,37.0000,40.6316,35.2917,53.3478,-99999.0000,47.3478,63.2609,38.4583,33.9167,22.7826,40.6667,19.4167,28.2105,31.0417,34.7391
1292,2016/07/13 00:00:00,-99999.0000,42.1579,21.7619,16.2083,12.1364,-99999.0000,22.8696,-99999.0000,16.0000,19.0870,15.7895,-99999.0000,15.0000,-99999.0000,29.0909,41.0909,-99999.0000,26.0909,-99999.0000,20.5882,22.5882,17.2083,33.4783,13.8750,15.5833,27.2500,16.4000,26.2609,22.6250,29.8750,-99999.0000,24.2778,24.3182,-99999.0000,23.3023,26.6087,31.6250,37.2083,29.8750,14.2917,17.0833,22.1429,24.7083,17.9524,20.0435,36.3750,79.1250,31.9091,47.4583,35.8333,36.8333,15.4091,45.2083,35.9167,35.2917,30.5217,70.5909
1293,2016/07/14 00:00:00,-99999.0000,37.2500,18.7778,14.9130,7.5000,-99999.0000,26.8696,17.9444,24.4583,12.5238,17.3182,-99999.0000,21.8261,25.5294,27.5217,29.9474,-99999.0000,31.3750,-99999.0000,23.6667,30.8182,21.2917,59.5833,14.1111,27.5417,25.4583,-99999.0000,61.6842,31.8333,29.3333,26.8947,16.1053,15.1739,-99999.0000,31.1429,32.5652,32.0000,30.3500,30.4783,13.7917,16.8182,19.0417,24.5000,30.4783,25.2500,44.3333,75.2083,-99999.0000,48.4444,32.5833,30.8333,18.0000,43.5000,31.3750,49.2083,21.8333,67.4167
1294,2016/07/15 00:00:00,-99999.0000,28.3636,14.6471,9.0833,-99999.0000,-99999.0000,26.7273,29.7059,23.3182,30.6190,19.1818,-99999.0000,19.1250,22.1739,21.2500,-99999.0000,-99999.0000,38.4167,-99999.0000,23.5217,47.8333,38.3333,56.0000,16.1111,25.5217,48.2917,-99999.0000,81.6957,34.6250,28.2609,23.9583,22.0000,15.8571,24.6500,22.3158,41.3636,27.6667,34.5833,31.5000,14.4348,22.5417,17.7500,23.9048,35.2083,29.0417,44.3750,21.8000,40.8095,53.3889,35.6667,30.0833,19.4783,37.8333,35.3043,53.3913,42.7917,54.8333
1295,2016/07/16 00:00:00,-99999.0000,-99999.0000,31.3333,10.3333,20.7619,-99999.0000,21.6250,14.8500,31.5000,15.6957,17.5789,-99999.0000,20.0870,21.9565,19.5417,31.6250,-99999.0000,33.7083,-99999.0000,24.5294,29.9412,23.9583,37.5455,12.2222,18.2174,35.2609,19.3333,36.1250,32.1250,32.0000,30.2083,38.6667,16.0000,32.5333,22.7647,25.0435,24.2727,30.3810,35.7500,10.3043,13.6364,17.9583,21.8182,26.6250,24.4583,51.2500,63.1250,48.7391,36.7826,33.4583,27.2174,21.5652,42.2500,40.8333,46.6667,39.3333,52.4583
1296,2016/07/17 00:00:00,51.7368,-99999.0000,21.8095,12.3333,17.3333,-99999.0000,35.9130,27.3182,37.9583,28.0000,29.6316,-99999.0000,25.4500,49.5833,38.9091,29.4286,-99999.0000,58.7391,-99999.0000,-99999.0000,32.0000,21.7083,48.6957,20.5500,40.2917,33.0833,-99999.0000,57.2083,44.0417,29.5000,27.3478,43.4545,-99999.0000,-99999.0000,-99999.0000,25.7500,22.6522,27.7500,-99999.0000,11.3913,19.2917,20.2273,30.3333,40.3750,29.9167,61.5000,86.1250,68.1905,59.4167,33.3478,26.1739,22.4348,29.4167,28.6667,35.0435,28.5909,39.3913
1297,2016/07/18 00:00:00,67.6111,-99999.0000,15.4737,11.3333,13.2609,-99999.0000,50.7917,40.4118,43.8636,25.6364,27.9412,-99999.0000,29.6667,63.2609,39.9545,-99999.0000,-99999.0000,54.4500,-99999.0000,41.4000,37.4706,27.8333,29.5294,19.2105,30.9583,43.4500,29.1333,49.5000,39.0417,30.5000,26.3636,34.0000,18.2500,-99999.0000,24.8780,53.0000,29.1667,29.5000,73.6000,17.3043,20.3636,28.3750,32.4167,42.4167,34.3750,90.0417,36.2273,78.6250,95.4762,35.0833,23.7917,20.9565,36.5417,32.7273,34.5833,35.6957,47.5652
1298,2016/07/19 00:00:00,-99999.0000,59.5652,29.5652,21.8333,21.8261,-99999.0000,46.6818,51.6316,50.5833,27.7273,28.1875,-99999.0000,33.4783,63.5652,34.4583,-99999.0000,-99999.0000,65.5000,-99999.0000,69.0000,49.8095,52.5417,43.4167,37.4000,47.5000,52.2727,35.1429,93.6522,57.2500,64.7917,62.2083,71.0435,44.6667,-99999.0000,31.0909,58.3636,38.5417,35.0435,49.1000,28.4583,29.0833,32.0417,33.9167,37.4783,32.1250,88.7083,46.2000,93.8182,124.2273,39.3333,37.2857,-99999.0000,71.5417,68.0000,65.0417,58.4583,76.7500
1299,2016/07/20 00:00:00,98.0588,69.5652,29.3333,31.8750,31.1304,-99999.0000,53.0500,-99999.0000,70.9091,60.1250,37.2222,-99999.0000,33.5217,84.5833,48.5417,24.8947,-99999.0000,83.2917,-99999.0000,100.2500,52.0000,66.3750,50.4783,46.5909,57.2917,-99999.0000,51.8696,116.2381,67.7917,75.7500,83.1667,81.1818,68.0000,-99999.0000,39.3750,70.9130,48.2500,46.0417,-99999.0000,53.2500,60.0000,29.7083,35.0417,44.7083,40.0000,87.1250,48.0455,100.1333,107.6250,46.2917,48.8750,-99999.0000,73.5417,77.0833,78.2917,57.9167,74.6667
1300,2016/07/21 00:00:00,-99999.0000,78.4444,30.1905,27.9500,24.1500,-99999.0000,-99999.0000,-99999.0000,93.1905,-99999.0000,31.7895,-99999.0000,31.6667,67.3182,42.0909,23.5455,-99999.0000,79.9524,-99999.0000,-99999.0000,-99999.0000,62.3182,52.4762,45.6875,47.7727,62.1000,47.9000,90.0476,66.5909,60.2727,75.7273,69.9000,59.3000,-99999.0000,51.0000,56.2273,44.7727,43.6818,50.4000,56.8636,61.0000,34.6818,44.8182,48.6818,-99999.0000,91.1818,-99999.0000,-99999.0000,96.1818,49.5000,49.2000,-99999.0000,62.7727,60.5909,63.5000,58.9524,68.3810
1301,2016/07/22 00:00:00,-99999.0000,41.7368,20.3333,20.9167,30.9048,-99999.0000,31.9048,-99999.0000,34.0000,30.9524,21.0000,-99999.0000,22.6818,39.6957,32.1667,20.2917,-99999.0000,47.0588,-99999.0000,-99999.0000,16.5556,33.7500,-99999.0000,-99999.0000,16.6818,35.8667,23.0000,33.6957,24.3333,39.4167,40.0000,41.0667,33.0833,-99999.0000,51.0000,32.2381,32.3478,37.8000,20.6087,20.4583,25.3889,23.5417,24.9167,28.0000,22.1500,62.7619,-99999.0000,82.5714,81.2917,38.0000,24.7083,21.5333,57.2500,44.5833,52.2500,42.5909,54.0000
1302,2016/07/23 00:00:00,-99999.0000,18.7333,13.2500,9.6250,23.4762,-99999.0000,18.5417,16.8125,19.0000,13.9583,10.1111,-99999.0000,11.9500,24.5000,24.5455,16.4583,-99999.0000,49.8636,-99999.0000,32.9500,19.9565,27.7000,22.8095,31.6957,22.8000,42.1500,33.9500,16.6111,25.5000,36.6522,37.0000,30.2353,19.5000,-99999.0000,34.4167,11.5217,18.0833,22.7059,13.2500,22.1364,16.4167,15.2917,19.2917,16.5833,23.7000,46.9167,27.3529,59.6667,-99999.0000,51.8947,18.9545,11.0435,28.2500,28.4167,37.0000,35.4737,40.5000
