,Station ID,XCNAQ2724,XCNAQ2725,XCNAQ822,XCNAQ2721,XCNAQ2727,XCNAQ820,XCNAQ2722,XCNAQ821,XCNAQ2728,XCNAQ2723,XCNAQ2720,XCNAQ2726,XCNAQ2730,XCNAQ2729,XCNAQ823,XCNAQ837,XCNAQ2785,XCNAQ2786,XCNAQ836,XCNAQ835,XCNAQ2784,XCNAQ2783,XCNAQ2782,XCNAQ838,XCNAQ832,XCNAQ2762,XCNAQ2763,XCNAQ2764,XCNAQ2765,XCNAQ2760,XCNAQ2759,XCNAQ2761,XCNAQ831,XCNAQ2758,XCNAQ2735,XCNAQ217,XCNAQ2737,XCNAQ216,XCNAQ465,XCNAQ2734,XCNAQ2733,XCNAQ2738,XCNAQ2739,XCNAQ2744,XCNAQ2743,XCNAQ2731,XCNAQ466,XCNAQ2732,XCNAQ467,XCNAQ2740,XCNAQ2742,XCNAQ2741,XCNAQ2736,XCNAQ2789,XCNAQ2796,XCNAQ2795,XCNAQ2790,XCNAQ2793,XCNAQ843,XCNAQ2791,XCNAQ2794,XCNAQ842,XCNAQ2792,CN_1325A,CN_1332A,XCNAQ2708,XCNAQ2698,XCNAQ2699,XCNAQ2717,CN_1333A,XCNAQ2702,XCNAQ2703,XCNAQ2716,CN_1328A,XCNAQ1294,XCNAQ2707,CN_1331A,XCNAQ219,CN_1327A,CN_1326A,XCNAQ2715,XCNAQ2710,XCNAQ2711,CN_1334A,CN_1330A,XCNAQ2713,XCNAQ2700,XCNAQ2701,XCNAQ2712,XCNAQ2705,XCNAQ2706,XCNAQ2704,XCNAQ2709,CN_1329A,XCNAQ2714,XCNAQ212,XCNAQ215,XCNAQ213,XCNAQ2769,XCNAQ463,XCNAQ214,XCNAQ2770,XCNAQ2767,XCNAQ2771,XCNAQ2772,XCNAQ2768,XCNAQ464,XCNAQ2766,XCNAQ2754,XCNAQ2757,XCNAQ830,XCNAQ828,XCNAQ2755,XCNAQ2753,XCNAQ829,XCNAQ827,XCNAQ1232,XCNAQ2756,XCNAQ2747,XCNAQ2749,XCNAQ2746,XCNAQ2750,XCNAQ1101,XCNAQ2748,XCNAQ1100,XCNAQ1103,XCNAQ2745,XCNAQ1102,XCNAQ826,XCNAQ2751,XCNAQ824,XCNAQ2752,XCNAQ825,XCNAQ839,XCNAQ840,XCNAQ841,XCNAQ2788,XCNAQ2787,XCNAQ2780,XCNAQ833,XCNAQ2775,XCNAQ1235,XCNAQ2776,XCNAQ2777,XCNAQ834,XCNAQ2773,XCNAQ2779,XCNAQ2778,XCNAQ819,XCNAQ2719,XCNAQ817,XCNAQ815,XCNAQ1306,XCNAQ818,XCNAQ2718,XCNAQ816
1282,2016/07/03 00:00:00,-99999.0000,-99999.0000,37.4583,-99999.0000,-99999.0000,20.3750,-99999.0000,46.5833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,42.7083,-99999.0000,-99999.0000,-99999.0000,23.4583,29.8333,-99999.0000,-99999.0000,-99999.0000,48.4583,28.3333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,30.6818,-99999.0000,-99999.0000,42.4348,-99999.0000,47.8571,51.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,51.6500,-99999.0000,39.1905,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,37.5217,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,23.1111,-99999.0000,-99999.0000,-99999.0000,-99999.0000,32.1000,-99999.0000,-99999.0000,-99999.0000,34.7059,-99999.0000,-99999.0000,30.1579,30.1579,33.5000,29.7778,-99999.0000,-99999.0000,-99999.0000,17.3529,20.8000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,33.5714,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,27.5652,30.7917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,26.1667,26.1667,-99999.0000,-99999.0000,30.2222,30.6667,-99999.0000,-99999.0000,32.9130,28.2917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,37.9130,-99999.0000,27.9091,33.7083,-99999.0000,26.9583,46.7647,-99999.0000,19.9474,-99999.0000,18.8333,49.7917,23.0870,30.3333,-99999.0000,-99999.0000,-99999.0000,17.7778,-99999.0000,-99999.0000,-99999.0000,-99999.0000,22.5417,-99999.0000,-99999.0000,-99999.0000,31.1739,-99999.0000,-99999.0000,42.1250,-99999.0000,44.9583,-99999.0000,30.8750
1283,2016/07/04 00:00:00,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,17.8636,-99999.0000,41.6957,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,30.4167,-99999.0000,-99999.0000,-99999.0000,18.0000,24.2083,-99999.0000,-99999.0000,-99999.0000,41.6000,15.5833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,12.7500,-99999.0000,-99999.0000,37.9130,-99999.0000,28.9167,38.6522,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,31.0870,-99999.0000,27.7083,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,27.7727,-99999.0000,-99999.0000,25.8261,-99999.0000,-99999.0000,31.8333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,16.7826,-99999.0000,-99999.0000,-99999.0000,16.0000,-99999.0000,-99999.0000,13.5217,13.5217,17.7273,18.9583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,22.3500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,18.9167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,27.1250,31.8333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,28.3750,28.3750,-99999.0000,-99999.0000,33.2174,29.4583,-99999.0000,-99999.0000,31.5000,27.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,34.0500,-99999.0000,33.1667,46.3333,-99999.0000,37.4545,-99999.0000,-99999.0000,21.2083,-99999.0000,21.4091,56.5417,29.2857,36.3333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,19.7083,-99999.0000,-99999.0000,-99999.0000,32.0833,-99999.0000,-99999.0000,40.6667,-99999.0000,41.4583,-99999.0000,28.5417
1284,2016/07/05 00:00:00,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,33.8261,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,67.6667,24.2500,-99999.0000,-99999.0000,29.7143,35.2500,-99999.0000,-99999.0000,-99999.0000,55.9583,15.0870,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,12.7500,-99999.0000,-99999.0000,46.6667,-99999.0000,40.2500,49.8750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,51.5000,-99999.0000,41.6667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,32.4167,-99999.0000,-99999.0000,35.8696,-99999.0000,-99999.0000,36.5263,-99999.0000,-99999.0000,-99999.0000,-99999.0000,19.5500,-99999.0000,-99999.0000,-99999.0000,31.0417,-99999.0000,-99999.0000,19.7273,19.7273,26.4762,30.4500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,29.5625,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,26.9545,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,30.2083,38.8333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,33.1739,33.1739,-99999.0000,-99999.0000,47.3478,42.1667,-99999.0000,-99999.0000,43.8333,40.7917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,40.8261,-99999.0000,45.2917,47.3043,-99999.0000,46.2500,-99999.0000,-99999.0000,30.2381,-99999.0000,25.7222,61.6667,30.8000,40.4583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,22.9583,-99999.0000,-99999.0000,-99999.0000,39.4583,-99999.0000,38.6667,43.1667,-99999.0000,54.6667,-99999.0000,37.3750
1285,2016/07/06 00:00:00,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,44.1667,-99999.0000,72.1250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,53.0435,-99999.0000,-99999.0000,-99999.0000,25.8333,33.7917,-99999.0000,-99999.0000,-99999.0000,54.2083,20.3750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,15.0909,-99999.0000,-99999.0000,44.0455,-99999.0000,46.2500,52.9545,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,38.1364,-99999.0000,34.6667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,32.0435,-99999.0000,-99999.0000,36.8261,-99999.0000,-99999.0000,24.7500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,24.8000,-99999.0000,-99999.0000,-99999.0000,29.4167,-99999.0000,-99999.0000,21.3913,20.8333,23.8261,22.4167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,21.9091,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,33.0435,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,28.6667,35.7917,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,29.9524,29.8182,-99999.0000,-99999.0000,42.5833,46.5000,-99999.0000,-99999.0000,50.6667,47.2500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,51.3478,-99999.0000,51.5833,44.9167,-99999.0000,41.6667,54.9375,-99999.0000,28.2857,-99999.0000,24.4118,48.8750,20.3000,29.8750,-99999.0000,-99999.0000,-99999.0000,16.2000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,21.4167,-99999.0000,-99999.0000,-99999.0000,30.5000,-99999.0000,31.6818,48.1250,-99999.0000,45.9583,-99999.0000,29.5833
1286,2016/07/07 00:00:00,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,50.8750,-99999.0000,76.8333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,61.3333,39.5500,-99999.0000,-99999.0000,41.3333,42.3750,-99999.0000,-99999.0000,-99999.0000,65.4286,45.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,38.9167,-99999.0000,-99999.0000,82.3500,-99999.0000,56.1304,70.5238,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,71.3478,-99999.0000,59.5714,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,30.5417,-99999.0000,-99999.0000,39.2174,-99999.0000,-99999.0000,68.6250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,74.0417,-99999.0000,-99999.0000,-99999.0000,58.0000,-99999.0000,-99999.0000,64.3333,64.3333,71.0417,68.6522,-99999.0000,-99999.0000,-99999.0000,-99999.0000,57.9167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,86.9167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,47.8750,59.4167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,58.0833,58.0833,-99999.0000,-99999.0000,57.0000,66.1667,-99999.0000,-99999.0000,81.7500,65.5000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,51.3913,-99999.0000,53.5417,53.8750,-99999.0000,49.9130,72.3913,-99999.0000,48.2083,-99999.0000,45.1667,67.6250,37.2381,46.4167,-99999.0000,-99999.0000,-99999.0000,33.0500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,36.7391,-99999.0000,-99999.0000,-99999.0000,58.6522,-99999.0000,-99999.0000,67.9167,-99999.0000,64.1667,-99999.0000,45.0000
1287,2016/07/08 00:00:00,-99999.0000,-99999.0000,52.9583,-99999.0000,-99999.0000,48.9167,-99999.0000,118.8261,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,48.9167,49.5455,-99999.0000,-99999.0000,52.2917,55.2917,-99999.0000,-99999.0000,-99999.0000,71.0833,33.3750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,29.5417,-99999.0000,-99999.0000,72.4583,-99999.0000,55.2500,64.3043,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,69.2500,-99999.0000,58.7083,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,41.1250,-99999.0000,-99999.0000,45.3182,-99999.0000,-99999.0000,71.3333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,68.5833,-99999.0000,-99999.0000,-99999.0000,55.0417,-99999.0000,-99999.0000,55.0833,55.0833,57.5000,56.8182,-99999.0000,-99999.0000,-99999.0000,-99999.0000,57.8261,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,70.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,63.3333,76.5417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,78.2500,78.2500,-99999.0000,-99999.0000,67.1500,66.9565,-99999.0000,-99999.0000,89.5833,76.9167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,45.7391,-99999.0000,54.5000,43.9583,-99999.0000,45.7826,72.0476,-99999.0000,44.2381,-99999.0000,37.3750,71.4167,40.5000,46.9167,-99999.0000,-99999.0000,-99999.0000,26.0588,-99999.0000,-99999.0000,-99999.0000,-99999.0000,32.1667,-99999.0000,-99999.0000,-99999.0000,69.2500,-99999.0000,56.0588,68.0000,-99999.0000,67.0417,-99999.0000,53.7917
1288,2016/07/09 00:00:00,-99999.0000,-99999.0000,56.7917,-99999.0000,-99999.0000,44.9524,-99999.0000,84.3333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,56.8750,51.6087,-99999.0000,-99999.0000,55.2917,63.8333,-99999.0000,-99999.0000,-99999.0000,73.4167,32.0417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,33.4167,-99999.0000,-99999.0000,81.9565,-99999.0000,56.9167,72.4583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,81.2609,-99999.0000,64.9167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,47.3043,-99999.0000,-99999.0000,46.2500,-99999.0000,45.6364,78.9167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,65.7500,-99999.0000,-99999.0000,-99999.0000,54.1250,-99999.0000,-99999.0000,52.4167,52.4167,58.9583,60.9167,-99999.0000,-99999.0000,-99999.0000,-99999.0000,56.4583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,69.0417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,64.0833,76.0417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,77.6250,77.6250,-99999.0000,-99999.0000,83.0000,73.1667,-99999.0000,-99999.0000,79.9565,80.7500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,38.6250,-99999.0000,40.4583,46.8333,-99999.0000,43.6087,72.1579,-99999.0000,45.0833,-99999.0000,46.6250,81.2917,45.4348,55.7083,-99999.0000,-99999.0000,-99999.0000,30.8750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,36.5833,-99999.0000,-99999.0000,-99999.0000,67.7917,-99999.0000,59.4000,71.9583,-99999.0000,62.1250,-99999.0000,58.0833
1289,2016/07/10 00:00:00,-99999.0000,-99999.0000,58.9167,-99999.0000,-99999.0000,42.3333,-99999.0000,81.4583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,54.0833,58.1905,-99999.0000,-99999.0000,60.2500,63.3750,-99999.0000,-99999.0000,-99999.0000,81.5000,38.6250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,34.7500,-99999.0000,-99999.0000,62.7917,-99999.0000,52.8333,71.3333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,67.3636,-99999.0000,55.0833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,45.8333,-99999.0000,-99999.0000,47.2609,-99999.0000,55.2500,83.6667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,50.5909,-99999.0000,-99999.0000,-99999.0000,58.2500,-99999.0000,-99999.0000,53.2917,53.2917,54.5217,58.8333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,52.9583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,58.1667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,56.8750,67.0417,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,64.5833,64.5833,-99999.0000,-99999.0000,81.0000,63.9167,-99999.0000,-99999.0000,68.4444,64.8333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,49.4783,-99999.0000,56.2917,60.2917,-99999.0000,50.7083,65.4118,-99999.0000,47.4583,-99999.0000,53.7273,84.2500,48.4783,58.8750,-99999.0000,-99999.0000,-99999.0000,34.9444,-99999.0000,-99999.0000,-99999.0000,-99999.0000,45.2083,-99999.0000,-99999.0000,-99999.0000,75.7826,-99999.0000,61.5625,75.9167,-99999.0000,70.1667,-99999.0000,60.4583
1290,2016/07/11 00:00:00,-99999.0000,-99999.0000,51.4583,-99999.0000,-99999.0000,42.9000,-99999.0000,74.8750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,46.8333,71.1250,-99999.0000,-99999.0000,82.0417,70.7500,-99999.0000,-99999.0000,-99999.0000,99.8750,38.9583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,33.6667,-99999.0000,-99999.0000,78.1250,-99999.0000,64.2500,75.2083,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,89.6667,-99999.0000,65.8750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,37.4375,-99999.0000,-99999.0000,33.6087,-99999.0000,-99999.0000,101.3333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,64.3333,-99999.0000,-99999.0000,-99999.0000,69.7500,-99999.0000,-99999.0000,65.3333,65.3333,61.3750,61.7826,-99999.0000,-99999.0000,-99999.0000,-99999.0000,70.3333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,69.5833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,55.2917,61.9583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,65.1250,65.1250,-99999.0000,-99999.0000,81.7917,77.1250,-99999.0000,-99999.0000,92.7917,87.1667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,49.7826,-99999.0000,55.3750,88.2273,-99999.0000,48.6957,69.0476,-99999.0000,46.8261,-99999.0000,41.8182,-99999.0000,43.6316,52.4167,-99999.0000,-99999.0000,-99999.0000,34.8571,-99999.0000,-99999.0000,-99999.0000,-99999.0000,41.2727,-99999.0000,-99999.0000,-99999.0000,61.4783,-99999.0000,67.5556,61.8333,-99999.0000,69.1667,-99999.0000,51.9583
1291,2016/07/12 00:00:00,-99999.0000,-99999.0000,38.0000,-99999.0000,-99999.0000,24.9565,-99999.0000,61.6667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,33.5833,70.5789,-99999.0000,-99999.0000,77.2500,76.2917,-99999.0000,-99999.0000,-99999.0000,105.2500,39.3333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,35.2917,-99999.0000,-99999.0000,67.9545,-99999.0000,56.3478,60.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,69.7391,-99999.0000,59.3043,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,25.4000,-99999.0000,-99999.0000,29.3478,-99999.0000,91.6000,88.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,85.3636,-99999.0000,-99999.0000,-99999.0000,102.5833,-99999.0000,-99999.0000,97.6250,97.6250,112.8182,116.1304,-99999.0000,-99999.0000,-99999.0000,-99999.0000,69.9524,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,112.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,70.7083,78.8333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,88.9583,88.9583,-99999.0000,-99999.0000,66.3750,69.4167,-99999.0000,-99999.0000,98.1667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,52.5217,-99999.0000,51.0833,61.4783,-99999.0000,49.5000,101.0833,-99999.0000,81.2857,-99999.0000,75.7500,65.6250,48.7500,62.4167,-99999.0000,-99999.0000,-99999.0000,59.3333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,67.4583,-99999.0000,-99999.0000,-99999.0000,93.7917,-99999.0000,81.8333,78.3333,-99999.0000,89.5833,-99999.0000,87.5417
1292,2016/07/13 00:00:00,-99999.0000,-99999.0000,51.3333,-99999.0000,-99999.0000,44.9583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,49.9167,70.7500,-99999.0000,-99999.0000,63.7083,63.4167,-99999.0000,-99999.0000,-99999.0000,97.5000,32.8750,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,27.2917,-99999.0000,-99999.0000,45.5652,-99999.0000,39.3750,69.5217,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,44.7083,-99999.0000,36.1667,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,23.8182,-99999.0000,-99999.0000,27.9583,-99999.0000,37.8636,58.3158,-99999.0000,-99999.0000,-99999.0000,-99999.0000,45.8095,-99999.0000,-99999.0000,-99999.0000,49.6522,-99999.0000,-99999.0000,42.3750,42.8261,49.4783,48.9565,-99999.0000,-99999.0000,-99999.0000,-99999.0000,55.2632,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,51.1250,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,56.2500,69.2500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,66.3750,66.4783,-99999.0000,-99999.0000,64.0833,68.9583,-99999.0000,-99999.0000,78.0417,64.7500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,49.5000,-99999.0000,58.4167,58.1250,-99999.0000,50.4167,70.9545,-99999.0000,64.0833,-99999.0000,57.9167,68.3636,46.4286,57.9167,-99999.0000,-99999.0000,-99999.0000,46.3000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,47.0952,-99999.0000,-99999.0000,-99999.0000,87.3333,-99999.0000,82.6250,59.7083,-99999.0000,67.0000,-99999.0000,71.4583
1293,2016/07/14 00:00:00,-99999.0000,-99999.0000,33.5833,-99999.0000,-99999.0000,17.6818,-99999.0000,32.9565,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,33.1905,38.9583,-99999.0000,-99999.0000,40.5000,43.5833,-99999.0000,-99999.0000,-99999.0000,72.6250,42.4583,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,33.2174,-99999.0000,-99999.0000,49.7059,-99999.0000,35.0870,52.3889,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,49.2667,-99999.0000,33.8125,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,24.3478,-99999.0000,-99999.0000,23.7273,-99999.0000,55.2727,53.7273,-99999.0000,-99999.0000,-99999.0000,-99999.0000,46.9130,-99999.0000,-99999.0000,-99999.0000,52.3750,-99999.0000,-99999.0000,51.5417,51.5417,86.5263,55.3478,-99999.0000,-99999.0000,-99999.0000,-99999.0000,42.5500,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,70.9000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,46.3913,47.8333,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,53.2609,53.2609,-99999.0000,-99999.0000,43.7083,45.5000,-99999.0000,-99999.0000,50.0417,44.6522,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,41.0000,-99999.0000,46.1667,37.6818,-99999.0000,41.4286,75.2941,-99999.0000,71.2727,-99999.0000,46.3333,64.7083,41.3500,54.0833,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,-99999.0000,55.5417,-99999.0000,58.2500,48.7083,-99999.0000,66.5833,-99999.0000,43.8333
