Timestamp,O3,PM2.5,NO2,SO2,Pressure,RH,Temperature,Wind Speed,O3BL,PMBL,NO2BL,SO2BL,PBL,rhbl,TBL,WSBL,ln(O3)-O3BL,ln(PM)-PMBL,ln(NO2)-NO2BL,ln(SO2)-SO2BL,ln(P)-PBL,ln(rh)-rhbl,ln(T)-TBL,ln(WS)-WSBL
2001/04/02,20.4400520833,0,0,0,0,0,0,0,2.69117141989,0,0,0,0,0,0,0,0.32632489354,0,0,0,0,0,0,0
2001/04/03,10.5900553385,0,0,0,0,0,0,0,2.68762169820,0,0,0,0,0,0,0,-0.3277063130,0,0,0,0,0,0,0
2001/04/04,14.5408270833,0,0,0,0,0,0,0,2.68378857060,0,0,0,0,0,0,0,-0.0068282168,0,0,0,0,0,0,0
2001/04/05,23.2780583333,0,0,0,0,0,0,0,2.67985327548,0,0,0,0,0,0,0,0.46765793897,0,0,0,0,0,0,0
2001/04/06,12.9889458333,0,0,0,0,0,0,0,2.67593632582,0,0,0,0,0,0,0,-0.1118376506,0,0,0,0,0,0,0
2001/04/07,9.80016666666,0,0,0,0,0,0,0,2.67206350766,0,0,0,0,0,0,0,-0.3896641153,0,0,0,0,0,0,0
2001/04/08,7.88691666666,0,0,0,0,0,0,0,2.66821801026,0,0,0,0,0,0,0,-0.6030127418,0,0,0,0,0,0,0
2001/04/09,9.65137083333,0,0,0,0,0,0,0,2.66429871179,0,0,0,0,0,0,0,-0.3971987512,0,0,0,0,0,0,0
2001/04/10,19.6641208333,0,0,0,0,0,0,0,2.66019465092,0,0,0,0,0,0,0,0.31860104678,0,0,0,0,0,0,0
2001/04/11,11.9472666666,0,0,0,0,0,0,0,2.65589809519,0,0,0,0,0,0,0,-0.1753955738,0,0,0,0,0,0,0
2001/04/12,18.0272062500,0,0,0,0,0,0,0,2.65155420010,0,0,0,0,0,0,0,0.24032787502,0,0,0,0,0,0,0
2001/04/13,14.7534083333,0,0,0,0,0,0,0,2.64714374854,0,0,0,0,0,0,0,0.04433038099,0,0,0,0,0,0,0
2001/04/14,13.2653083333,0,0,0,0,0,0,0,2.64272643168,0,0,0,0,0,0,0,-0.0575742002,0,0,0,0,0,0,0
2001/04/15,31.9090083333,0,0,0,0,0,0,0,2.63837936669,0,0,0,0,0,0,0,0.82450899612,0,0,0,0,0,0,0
2001/04/16,24.0646208333,0,0,0,0,0,0,0,2.63415758900,0,0,0,0,0,0,0,0.54658515768,0,0,0,0,0,0,0
2001/04/17,11.1819619791,0,0,0,0,0,0,0,2.63025384099,0,0,0,0,0,0,0,-0.2159518985,0,0,0,0,0,0,0
2001/04/18,11.3732916666,0,0,0,0,0,0,0,2.62673418570,0,0,0,0,0,0,0,-0.1954664153,0,0,0,0,0,0,0
2001/04/19,16.4753416666,0,0,0,0,0,0,0,2.62361955886,0,0,0,0,0,0,0,0.17824525979,0,0,0,0,0,0,0
2001/04/20,7.48299166666,0,0,0,0,0,0,0,2.62093971998,0,0,0,0,0,0,0,-0.6083070525,0,0,0,0,0,0,0
2001/04/21,8.56719166666,0,0,0,0,0,0,0,2.61878363408,0,0,0,0,0,0,0,-0.4708436486,0,0,0,0,0,0,0
2001/04/22,14.9447416666,0,0,0,0,0,0,0,2.61712499028,0,0,0,0,0,0,0,0.08723451969,0,0,0,0,0,0,0
2001/04/23,21.7899708333,0,0,0,0,0,0,0,2.61592105861,0,0,0,0,0,0,0,0.46552875180,0,0,0,0,0,0,0
2001/04/24,14.8384416666,0,0,0,0,0,0,0,2.61515006141,0,0,0,0,0,0,0,0.08207116182,0,0,0,0,0,0,0
